Sample_ID,Voucher_ID ,Project_Code,Gene_Kit ,Voucher_Institution,Specimen_Provider ,Superfamily,Family,Subfamily,Tribe,Section,Genus,Species,Sub-Species,Valid_Name,Tissue_Type,Voucher_Type,Sex,Country,Province,Island,Locality,Latitude,Longitude,Elevation ,Collection_Date,Collection_Day,Collection_Month,Collection_Year,Collector,Specimen_Identified_by,Type_Species,Out_Group,Priority_level,Submission_Code,Submission_Date
DL-12-A060,,Dana,13,CCNY,Djunijanti Peggie,Papilionoidea,Nymphalidae,Danainae,Danaini,,Euploea,magou,,Euploea magou,abdomen,alcoholic,,Indonesia,Maluku,Seram,Manusela National Park,-2.9831,129.1884,120,6/27/2012,27,June,2012,David J. Lohman,David J. Lohman,,,2,CCNY-BN-005,17-Dec-17
DL-12-A076,DL-12-A076,Adol,13,CCNY,,Papilionoidea,Nymphalidae,Limenitinae,Adoliadini,,Lexias,satrapes,,Lexias satrapes,abdomen,papered,,Philippines,Negros,Negros Occidental,"Murcia, Brgy Minoyan,  Mambukal",10.5094,123.119,450,26-Jul-12,26,July,2012,David J. Lohman ,David J. Lohman,,,1,CCNY-BN-003,28-Feb-17
DL-12-A077,DL-12-A077,Adol,13,CCNY,,Papilionoidea,Nymphalidae,Limenitinae,Adoliadini,,Tanaecia,howarthi,,Tanaecia howarthi,abdomen,papered,,Philippines,Negros,Negros Occidental,"Murcia, Brgy Minoyan,  Mambukal",10.5094,123.119,450,26-Jul-12,26,July,2012,David J. Lohman ,David J. Lohman,,,1,CCNY-BN-003,28-Feb-17
DL-12-A077,,Adol,13,CCNY,David J. Lohman,Papilionoidea,Nymphalidae,Limenitidinae,Adoliadini,,Tanaecia,lupina,howarthi,Tanaecia lupina,abdomen,alcoholic,,Philippines,Negros Occidental,Negros,"Murcia, Brgy Minoyan,  Mambukal",10.5094,123.119,450,7/26/2012,26,July,2012,David J. Lohman,David J. Lohman,,,1,CCNY-BN-005,17-Dec-17
DL-12-E005,DL-12-E005,"Deli, Pier",13,CCNY,,Papilionoidea,Pieridae,Pierinae,Pierini,,Delias,rosenbergi,chrysoleuca,Delias rosenbergi,abdomen,alcoholic,unknown,Indonesia,Central Sulawesi,Sulawesi,"Bobo, lore Lindu NP",1.116 S,120.001 E,800,10,June,2012,10-Jun-12,David J. Lohman,David J. Lohman,,,2,CCNY-BN-001,2016
DL-12-E006,,Pier,13,CCNY,,Papilionoidea,Pieridae,Pierinae,,,Belenois,java,,Belenois java,abdomen,alcoholic,,Indonesia,Central Sulawesi,Sulawesi,,-1.0481,119.9502,155,10-Jun-12,10,June,2012,David J. Lohman,David J. Lohman,,,2,CCNY-BN-011,22-May-18
DL-12-E010,,Dana,13,CCNY,Djunijanti Peggie,Papilionoidea,Nymphalidae,Danainae,Danaini,,Euploea,hewitsonii,hewitsonii,Euploea hewitsonii,abdomen,alcoholic,,Indonesia,Central Sulawesi,Sulawesi,"Bobo, Lore Lindu NP",-1.116,120.001,800,6/10/2012,10,June,2012,David J. Lohman,David J. Lohman,,,2,CCNY-BN-005,17-Dec-17
DL-12-E012,,Amat,13,CCNY,,Papilionoidea,Nymphalidae,Morphinae,Amathusiini,,Faunis,menado,,Faunis menado,abdomen,alcoholic,unknown,Indonesia,Sulawesi,Central Sulawesi,"Bobo, Lore Lindu NP",-1.116,120.001,800,10-Jun-12,10,June,2012,David J. Lohman,David J. Lohman,,,2,CCNY-BN-002,2017
DL-12-E014,,SEAB,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,,Orsotriaena,jopas,,Orsotriaena jopas,abdomen,alcoholic,unknown,Indonesia,Sulawesi,Central Sulawesi,"Bobo, Lore Lindu NP",-1.116,120.001,800,10-Jun-12,10,June,2012,David J. Lohman,David J. Lohman,,,3,CCNY-BN-002,2017
DL-12-E021,,"Cyre,Genu",450,CCNY,Djunijanti Peggie,Papilionoidea,Nymphalidae,Cyrestinae,Cyrestini,,Cyrestis,thyonneus,celebensis,Cyrestis thyonneus,abdomen,alcoholic,,Indonesia,Central Sulawesi,Sulawesi,"Bobo, Lore Lindu NP",-1.116,120.001,800,6/10/2012,10,June,2012,David J. Lohman,David J. Lohman,X,,3,CCNY-BN-005,17-Dec-17
DL-12-E025,,Spec,13,CCNY,Djunijanti Peggie,Papilionoidea,Nymphalidae,Nymphalinae,Kallimini,,Doleschallia,polibete,,Doleschallia polibete,abdomen,alcoholic,,Indonesia,Central Sulawesi,Sulawesi,"Bobo, Lore Lindu NP",-1.116,120.001,800,6/10/2012,10,June,2012,David J. Lohman,David J. Lohman,,,3,CCNY-BN-005,17-Dec-17
DL-12-E026,,SEAB,13,CCNY,Djunijanti Peggie,Papilionoidea,Nymphalidae,Heliconiinae,Vagrantini,,Cupha,maeonides,maeonides,Cupha maeonides,abdomen,alcoholic,,Indonesia,Central Sulawesi,Sulawesi,"Bobo, Lore Lindu NP",-1.116,120.001,800,6/10/2012,10,June,2012,David J. Lohman,David J. Lohman,,,3,CCNY-BN-005,17-Dec-17
DL-12-E027,,Adol,13,CCNY,Djunijanti Peggie,,Nymphalidae,Limenitidinae,Limenitidini,,Parasarpa,lymire,,Parasarpa lymire,abdomen,ethanol,unknown,Indonesia,Central Sulawesi,Sulawesi,"Bobo, Lore Lindu NP",-1.116,120.001,800,6/10/2012,10,June,2012,David J. Lohman,David J. Lohman,,,1,CCNY-BN-004,15-Nov-17
DL-12-E039,,Genu,450,CCNY,Djunijanti Peggie,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,,Bletogona,mycalesis,,Bletogona mycalesis,abdomen,alcoholic,,Indonesia,Central Sulawesi,Sulawesi,"Bobo, Lore Lindu NP",-1.116,120.001,800,6/11/2012,11,June,2012,David J. Lohman,David J. Lohman,X,,3,CCNY-BN-005,17-Dec-17
DL-12-E040,,"Pier, Eure",13,CCNY,,Papilionoidea,Pieridae,Coliadinae,,,Eurema,tominia,,Eurema tominia,abdomen,alcoholic,unknown,Indonesia,Sulawesi,Central Sulawesi,"Bobo, Lore Lindu NP",-1.116,120.001,800,11-Jun-12,11,June,2012,David J. Lohman,David J. Lohman,,,1,CCNY-BN-002,2017
DL-12-E055,,Adol,13,CCNY,Djunijanti Peggie,,Nymphalidae,Limenitidinae,Neptini,,Pantoporia,antara,,Pantoporia antara,abdomen,ethanol,unknown,Indonesia,Central Sulawesi,Sulawesi,"Toro, Lore Lindu NP",-1.492,120.033,800,6/14/2012,14,June,2012,David J. Lohman,David J. Lohman,,,1,CCNY-BN-004,15-Nov-17
DL-12-E056,,Adol,13,CCNY,Djunijanti Peggie,,Nymphalidae,Limenitidinae,Limenitidini,,Athyma,libnites,,Athyma libnites,abdomen,ethanol,unknown,Indonesia,Central Sulawesi,Sulawesi,"Toro, Lore Lindu NP",-1.492,120.033,800,6/14/2012,14,June,2012,David J. Lohman,David J. Lohman,,,1,CCNY-BN-004,15-Nov-17
DL-12-E062,,Pier,13,CCNY,,Papilionoidea,Pieridae,Pierinae,Pierini,,Appias,zarinda,,Appias zarinda,abdomen,alcoholic,unknown,Indonesia,Sulawesi,Gorontalo,"Lombongo, Bogani Nani Wartabone NP",-0.53639,123.17459,0,18-Jun-12,18,June,2012,Yusep Synata,David J. Lohman,,,2,CCNY-BN-002,2017
DL-12-E082,,Jami,13,CCNY,Djunijanti Peggie,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Jamides,Jamides,aratus,aratus,Jamides aratus,abdomen,alcoholic,male,Indonesia,Maluku,Seram,"West Seram, Pelita Jaya",-13.0091,128.1141,5,6/23/2012,23,June,2012,David J. Lohman,David J. Lohman,,,1,CCNY-BN-005,17-Dec-17
DL-12-E083,,Jami,13,CCNY,Djunijanti Peggie,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Jamides,Jamides,hylassus,euchylas,Jamides hylassus,abdomen,alcoholic,female,Indonesia,Maluku,Seram,"West Seram, Pelita Jaya",-13.0091,128.1141,5,6/23/2012,23,June,2012,David J. Lohman,David J. Lohman,,,1,CCNY-BN-005,17-Dec-17
DL-12-E085,,Dana,13,CCNY,Djunijanti Peggie,Papilionoidea,Nymphalidae,Danainae,Danaini,,Parantica,cleona,cleona,Parantica cleona,abdomen,alcoholic,,Indonesia,Maluku,Seram,"West Seram, Pelita Jaya",-3.0058,128.1243,10,6/24/2012,24,June,2012,David J. Lohman,David J. Lohman,,,2,CCNY-BN-005,17-Dec-17
DL-12-E093,,Genu,450,CCNY,Djunijanti Peggie,Papilionoidea,Nymphalidae,Nymphalinae,Junoniini,,Yoma,sabina,sabina,Yoma sabina,abdomen,alcoholic,,Indonesia,Maluku,Seram,"West Seram, Pelita Jaya",-3.0058,128.1243,10,6/24/2012,24,June,2012,David J. Lohman,David J. Lohman,X,,3,CCNY-BN-005,17-Dec-17
DL-12-E095,,"Pier, Eure",13,CCNY,,Papilionoidea,Pieridae,Coliadinae,,,Eurema,candida,,Eurema candida,abdomen,alcoholic,unknown,Indonesia,Seram,Maluku,"West Seram, Pelita Jaya",-3.00579,128.1243,10,24-Jun-12,24,June,2012,David J. Lohman,David J. Lohman,,,1,CCNY-BN-002,2017
DL-12-E097,DL-12-E097,"Deli, Pier",13,CCNY,,Papilionoidea,Pieridae,Pierinae,Pierini,,Delias,caeneus,,Delias caeneus,abdomen,alcoholic,female,Indonesia,Maluku,Seram,"West Seram, Pelita Jaya",3.005799999 S,128.1243000 E,10,24,June,2012,24-Jun-12,David J. Lohman,Chris J. Müller,,,2,CCNY-BN-001,2016
DL-12-E097,,"Deli, Pier",13,CCNY,Djunijanti Peggie,Papilionoidea,Pieridae,Pierinae,Pierini,,Delias,ceneus,,Delias ceneus,abdomen,alcoholic,female,Indonesia,Maluku,Seram,"West Seram, Pelita Jaya",-3.0058,128.1243,10,6/24/2012,24,June,2012,David J. Lohman,Chris J. Müller,,,2,CCNY-BN-005,17-Dec-17
DL-12-E115,,Dana,13,RCB-LIPI (MZB),Djunijanti Peggie,Papilionoidea,Nymphalidae,Danainae,Danaini,,Idea,blanchardii,blanchardii,Idea blanchardii,legs,alcoholic,,Indonesia,Gorontalo,Sulawesi,"Lombongo, Bogani Nani Wartabone NP",-0.5364,123.1746,0,6/20/2012,20,June,2012,Yusep Synata,David J. Lohman,,,2,CCNY-BN-005,17-Dec-17
DL-12-E119,,Genu,450,CCNY,Djunijanti Peggie,Papilionoidea,Lycaenidae,Theclinae,Hypolycaenini,,Hypolycaena,sipylus,sipylus,Hypolycaena sipylus,abdomen,alcoholic,,Indonesia,Maluku,Seram,Manusela National Park,-2.9991,129.2134,30,6/28/2012,28,June,2012,David J. Lohman,Stefan Schröder,X,,3,CCNY-BN-005,17-Dec-17
DL-12-E124,,Adol,13,CCNY,Djunijanti Peggie,,Nymphalidae,Limenitidinae,Neptini,,Pantoporia,venilia,venilia,Pantoporia venilia,abdomen,ethanol,unknown,Indonesia,Maluku,Seram,"Central Seram, Manusela NP",-2.9991,129.2134,30,6/29/2012,29,June,2012,David J. Lohman,David J. Lohman,,,1,CCNY-BN-004,15-Nov-17
DL-12-E130,DL-12-E130,Adol,13,CCNY,,Papilionoidea,Nymphalidae,Limenitinae,Adoliadini,,Lexias,panopus,,Lexias panopus,abdomen,papered,,Philippines,Mindanao,North Cotabato,"Kidapawan City, Brgy Ilomavis, Mt. Apo",7.0189,125.2231,1300,14-Jul-12,14,July,2012,David J. Lohman ,David J. Lohman,,,1,CCNY-BN-003,28-Feb-17
DL-12-E142,,SEAB,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,,Acrophtalmia,albofasciata,,Acrophtalmia albofasciata,abdomen,alcoholic,unknown,Philippines,Mindanao,North Cotabato,"Kidapawan City, Brgy Ilomavis, Mt. Apo",7.0189,125.2231,1300,15-Jul-12,15,July,2012,David J. Lohman,David J. Lohman,,,3,CCNY-BN-002,2017
DL-12-E142,,SEAB,13,CCNY,David J. Lohman,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,,Acrophtalmia,albofasciata,,Acrophtalmia albofasciata,abdomen,alcoholic,,Philippines,North Cotabato,Mindanao,"Kidapawan City, Brgy Ilomavis, Mt. Apo",7.0189,125.2231,1300,7/15/2012,15,July,2012,David J. Lohman,David J. Lohman,,,3,CCNY-BN-005,17-Dec-17
DL-12-E155,,"Deli, Pier",13,CCNY,David J. Lohman,Papilionoidea,Pieridae,Pierinae,Pierini,,Delias,levicki,,Delias levicki,abdomen,alcoholic,,Philippines,Mindanao,North Cotabato,"Kidapawan City, Brgy Ilomavis, Mt. Apo",7.0189,125.2231,1300,7/15/2012,15,July,2012,David J. Lohman,David J. Lohman,,,2,CCNY-BN-005,17-Dec-17
DL-12-E161,,"Deli, Pier",13,CCNY,David J. Lohman,Papilionoidea,Pieridae,Pierinae,Pierini,,Delias,baracasa,,Delias baracasa,abdomen,alcoholic,,Philippines,Mindanao,North Cotabato,"Kidapawan City, Brgy Ilomavis, Mt. Apo",7.0063,125.2403,1400,7/17/2012,17,July,2012,David J. Lohman,David J. Lohman,,,2,CCNY-BN-005,17-Dec-17
DL-12-E164,,Adol,13,CCNY,David J. Lohman,Papilionoidea,Nymphalidae,Limenitidinae,Neptini,,Neptis,cyra,vibusa,Neptis cyra,abdomen,alcoholic,,Philippines,North Cotabato,Mindanao,"Kidapawan City, Brgy Ilomavis, Mt. Apo",7.0063,125.2403,1400,7/18/2012,18,July,2012,David J. Lohman,David J. Lohman,,,1,CCNY-BN-005,17-Dec-17
DL-12-E170,,Cyre,13,CCNY,David J. Lohman,Papilionoidea,Nymphalidae,Cyrestinae,Cyrestini,,Cyrestis,kudrati,,Cyrestis kudrati,abdomen,alcoholic,,Philippines,North Cotabato,Mindanao,"Kidapawan City, Brgy Ilomavis, Mt. Apo",7.0063,125.2403,1400,7/19/2012,19,July,2012,David J. Lohman,David J. Lohman,,,3,CCNY-BN-005,17-Dec-17
DL-12-E175,,Genu,450,CCNY,David J. Lohman,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,,Cebrella,penelope,,Cebrella penelope,abdomen,alcoholic,,Philippines,Negros Occidental,Negros,"Murcia, Brgy Minoyan,  Mambukal",10.5094,123.119,450,7/24/2012,24,July,2012,David J. Lohman,David J. Lohman,,,3,CCNY-BN-005,17-Dec-17
DL-12-E185,,Dana,13,CCNY,David J. Lohman,Papilionoidea,Nymphalidae,Danainae,Danaini,,Ideopsis,juventa,manillana,Ideopsis juventa,abdomen,alcoholic,,Philippines,Negros Occidental,Negros,"Murcia, Brgy Minoyan,  Mambukal",10.5094,123.119,450,7/24/2012,24,July,2012,David J. Lohman,David J. Lohman,,,2,CCNY-BN-005,17-Dec-17
DL-12-E197,DL-12-E197,"Deli, Pier",13,CCNY,,Papilionoidea,Pieridae,Pierinae,Pierini,,Delias,henningia,,Delias henningia,abdomen,alcoholic,unknown,Philippines,Negros Occidental,Negros,"Murcia, Brgy Minoy, Mambukal",10.50939 N,123.119 E,450,25,July,2012,25-Jul-12,David J. Lohman,David J. Lohman,,,2,CCNY-BN-001,2016
DL-12-E209,DL-12-E209,Pier,13,CCNY,,Papilionoidea,Pieridae,Pierinae,Pierini,,Pareronia,boebera,,Pareronia boebera,abdomen,alcoholic,unknown,Philippines,Negros Occidental,Negros,"Murcia, Brgy Minoy, Mambukal",,,,25,July,2012,25-Jul-12,David J. Lohman,David J. Lohman,,,2,CCNY-BN-001,2016
DL-12-E210,,"SEAB, Genu",450,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,,Ptychandra,lorquinii,,Ptychandra lorquinii,abdomen,alcoholic,unknown,Philippines,Negros,Negros Occidental,"Murcia, Brgy Minoyan,  Mambukal",10.50939,123.119,450,25-Jul-12,25,July,2012,David J. Lohman,David J. Lohman,x,,2,CCNY-BN-002,2017
DL-12-E211,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Neptini,,Neptis,mindorana,,Neptis mindorana,abdomen,ethanol,,Philippines,Negros Occidental,Negros,"Murcia, Brgy Minoyan,  Mambukal",10.5094,123.119,450,7/25/2012,25,July,2012,David J. Lohman,David J. Lohman,,,1,CCNY-BN-004,15-Nov-17
DL-12-E213,,SEAB,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Zetherini,,Zethera,musides,,Zethera musides,abdomen,alcoholic,female,Philippines,Negros,Negros Occidental,"Murcia, Brgy Minoyan,  Mambukal",10.50939,123.119,450,26-Jul-12,26,July,2012,David J. Lohman,David J. Lohman,,,3,CCNY-BN-002,2017
DL-12-E214,,"Eure, Pier",13,CCNY,,Papilionoidea,Pieridae,Coliadinae,,,Eurema,sarilata,,Eurema sarilata,abdomen,alcoholic,,Philippines,Negros Occidental,Negros,"Murcia, Brgy Minoyan,  Mambukal",10.5094,123.119,450,26-Jul-12,26,July,2012,David J. Lohman,"Leong, Jing",,,2,CCNY-BN-011,22-May-18
DL-12-E217,,SEAB,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,,Acrophtalmia,yamashitai,,Acrophtalmia yamashitai,abdomen,alcoholic,unknown,Philippines,Negros,Negros Occidental,"Murcia, Brgy Minoyan,  Mambukal",10.50939,123.119,450,26-Jul-12,26,July,2012,David J. Lohman,David J. Lohman,,,3,CCNY-BN-002,2017
DL-12-Q058,,"Amat, Genu",450,CCNY,,Papilionoidea,Nymphalidae,Morphinae,Amathusiini,,Taenaris,urania,,Taenaris urania,abdomen,RNAlater,unknown,Indonesia,Seram,Maluku,"Central Seram, Manusela NP",-2.99909,129.2134,30,28-Jun-12,28,June,2012,David J. Lohman,David J. Lohman,x,,2,CCNY-BN-002,2017
DL-12-Q058,,"Amat, Genu",450,CCNY,Djunijanti Peggie,Papilionoidea,Nymphalidae,Morphinae,Amathusiini,,Taenaris,urania,,Taenaris urania,abdomen,RNAlater,,Indonesia,Maluku,Seram,Manusela National Park,-2.9991,129.2134,30,6/28/2012,28,June,2012,David J. Lohman,David J. Lohman,X,,2,CCNY-BN-005,17-Dec-17
DL-12-Q062,,Genu,450,CCNY,Djunijanti Peggie,Papilionoidea,Nymphalidae,Nymphalinae,Junoniini,,Hypolimnas,pandarus,pandarus,Hypolimnas pandarus,abdomen,RNAlater,,Indonesia,Maluku,Seram,Manusela National Park,-2.9991,129.2134,30,6/28/2012,28,June,2012,David J. Lohman,David J. Lohman,X,,3,CCNY-BN-005,17-Dec-17
DL-12-R053,,Pier,13,CCNY,,Papilionoidea,Pieridae,Pierinae,Pierini,,Belenois,java,,Belenois java,abdomen,RNAlater,unknown,Indonesia,Sulawesi,Central Sulawesi,,-1.0481,119.95019,155,10-Jun-12,10,June,2012,David J. Lohman,David J. Lohman,,,2,CCNY-BN-002,2017
DL-12-R065,,Jami,13,CCNY,Djunijanti Peggie,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Jamides,Jamides,pseudosias,echeilea,Jamides pseudosias,abdomen,RNAlater,male,Indonesia,Central Sulawesi,Sulawesi,"Bobo, Lore Lindu NP",-1.116,120.001,800,6/10/2012,10,June,2012,David J. Lohman,David J. Lohman,,,1,CCNY-BN-005,17-Dec-17
DL-12-R073,,Adol,13,CCNY,Djunijanti Peggie,,Nymphalidae,Limenitidinae,Limenitidini,,Parasarpa,libnites,,Parasarpa libnites,abdomen,RNAlater,unknown,Indonesia,Central Sulawesi,Sulawesi,"Toro, Lore Lindu NP",-1.492,120.033,800,6/13/2012,13,June,2012,David J. Lohman,David J. Lohman,,,1,CCNY-BN-004,15-Nov-17
DL-12-R093,DL-12-R093,Pier,13,CCNY,,Papilionoidea,Pieridae,Pierinae,Pierini,,Pareronia,tritaea,,Pareronia tritaea,abdomen,RNAlater,unknown,Indonesia,Gorontalo,Sulawesi,"Lombongo, BoganiNani Wartabone NP",,,,18,July,2012,18-Jul-12,Yusep Synata,David J. Lohman,,,2,CCNY-BN-001,2016
DL-12-R125,,SEAB,13,CCNY,Djunijanti Peggie,Papilionoidea,Nymphalidae,Heliconiinae,Vagrantini,,Cupha,lampetia,lampetia,Cupha lampetia,abdomen,RNAlater,,Indonesia,Maluku,Seram,Manusela National Park,-2.9831,129.1884,30,6/28/2012,28,June,2012,David J. Lohman,David J. Lohman,,,3,CCNY-BN-005,17-Dec-17
DL-12-R151,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Neptini,,Lasippa,ebusa,laetitia,Lasippa ebusa,abdomen,RNAlater,,Philippines,North Cotabato,Mindanao,"Kidapawan City, Brgy Ilomavis, Mt. Apo",7.0063,125.2403,1400,7/18/2012,18,July,2012,David J. Lohman,David J. Lohman,,,1,CCNY-BN-004,15-Nov-17
DL-12-R151,,Adol,13,CCNY,David J. Lohman,Papilionoidea,Nymphalidae,Limenitidinae,Neptini,,Neptis,nitetis,nitetis,Neptis nitetis,abdomen,RNAlater,,Philippines,North Cotabato,Mindanao,"Kidapawan City, Brgy Ilomavis, Mt. Apo",7.0063,125.2403,1400,7/18/2012,18,July,2012,David J. Lohman,David J. Lohman,,,1,CCNY-BN-005,17-Dec-17
DL-12-R169,,Jami,13,CCNY,David J. Lohman,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Jamides,Jamides,schatzi,jumaloni,Jamides schatzi,abdomen,RNAlater,female,Philippines,Negros Occidental,Negros,"Murcia, Brgy Minoyan,  Mambukal",10.5094,123.119,450,7/25/2012,25,July,2012,David J. Lohman,David J. Lohman,,,1,CCNY-BN-005,17-Dec-17
DL-12-R172,,Genu,450,CCNY,,Papilionoidea,Lycaenidae,Polyommatinae,,,Sancterila,hermarchus,hermarchus,Sancterila hermarchus,abdomen,RNAlater,male,Philippines,Negros Occidental,Negros,"Murcia, Brgy Minoyan,  Mambukal",10.5094,123.119,450,25-Jul-12,25,July,2012,David J. Lohman,David J. Lohman,,,2,CCNY-BN-011,22-May-18
DL-12-R185,,SEAB,13,CCNY,David J. Lohman,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,,Acrophtalmia,yamashitai,,Acrophtalmia yamashitai,abdomen,RNAlater,,Philippines,Negros Occidental,Negros,"Murcia, Brgy Minoyan,  Mambukal",10.5094,123.119,450,7/26/2012,26,July,2012,David J. Lohman,David J. Lohman,,,3,CCNY-BN-005,17-Dec-17
DL-13-B012,,Amat,13,CCNY,,Papilionoidea,Nymphalidae,Morphinae,Amathusiini,,Faunis,stomphax,plateni,Faunis stomphax,,alcoholic,,Philippines,Palawan,Palawan,Irawan,9.8064,118.6689,190,16-May-13,16,May,2013,David J. Lohman,David J. Lohman,,,2,CCNY-BN-002,2017
DL-13-B022,,"Amat, Genu",450,CCNY,David J. Lohman,Papilionoidea,Nymphalidae,Satyrinae,Zetherini,,Neorina,lowii,princesa,Neorina lowii,abdomen,alcoholic,,Philippines,Palawan,Palawan,Irawan,9.80641,118.66901,185,5/18/2013,18,May,2013,David J. Lohman,David J. Lohman,,X,2,CCNY-BN-005,17-Dec-17
DL-13-B086,DL-13-B086,Adol,13,CCNY,,Papilionoidea,Nymphalidae,Limenitinae,Adoliadini,,Euthalia,evalina,vallona,Euthalia evalina,abdomen,papered,,Thailand,,Kanchanaburi,Ampuh Sri Sawat,14.5706,99.2036,200,15-Jul-13,15,July,2013,David J. Lohman ,David J. Lohman,,,1,CCNY-BN-003,28-Feb-17
DL-13-B088,,"Amat, Genu",450,CCNY,,Papilionoidea,Nymphalidae,Morphinae,Amathusiini,,Amathuxidia,amythaon,amythaon,Amathuxidia amythaon,abdomen,alcoholic,male,Thailand,,Kanchanaburi,Ampuh Sri Sawat,14.5706,99.20359,200,16-Jul-13,16,July,2013,David J. Lohman,David J. Lohman,x,,2,CCNY-BN-002,2017
DL-13-B089,DL-13-B089,Adol,13,CCNY,,Papilionoidea,Nymphalidae,Limenitinae,Adoliadini,,Euthalia,recta,monilis,Euthalia recta,abdomen,papered,female,Thailand,,Kanchanaburi,Erawan NP,14.372,99.1439,160,16-Jul-13,16,July,2013,David J. Lohman ,David J. Lohman,,,1,CCNY-BN-003,28-Feb-17
DL-13-F014,,Pier,13,CCNY,,Papilionoidea,Pieridae,Pierinae,Pierini,,Cepora,boisduvaliana,negrosensis,Cepora boisduvaliana,abdomen,alcoholic,,Philippines,Negros,Negros Occidental,"Barangay Minoyan, Murcia, Mt. Canlaon",10.4939,123.1042,650,11-May-13,11,May,2013,David J. Lohman,David J. Lohman,,,2,CCNY-BN-002,2017
DL-13-F024,,Pier,13,CCNY,,Papilionoidea,Pieridae,Pierinae,Pierini,,Appias,indra,massilia,Appias indra,abdomen,alcoholic,,Philippines,Palawan,Palawan,Irawan,9.8064,118.6689,190,16-May-13,16,May,2013,David J. Lohman,David J. Lohman,,,2,CCNY-BN-002,2017
DL-13-F025,DL-13-F025,Pier,13,CCNY,,Papilionoidea,Pieridae,Pierinae,Pierini,,Pareronia,nishiyamai,,Pareronia nishiyamai,abdomen,alcoholic,male,Philippines,Palawan,Palawan,Irawan,,,,16,May,2013,16-May-13,David J. Lohman,David J. Lohman,,,2,CCNY-BN-001,2016
DL-13-F032,,SEAB,13,CCNY,David J. Lohman,Papilionoidea,Nymphalidae,Heliconiinae,Vagrantini,,Cupha,arias,arias,Cupha arias,abdomen,alcoholic,,Philippines,Palawan,Palawan,Irawan,9.8064,118.669,190,5/16/2013,16,May,2013,David J. Lohman,David J. Lohman,,,3,CCNY-BN-005,17-Dec-17
DL-13-F035,,"Cyre, Genu",450,CCNY,David J. Lohman,Papilionoidea,Nymphalidae,Cyrestinae,Cyrestini,,Chersonesia,rahria,rahria,Chersonesia rahria,abdomen,alcoholic,,Philippines,Palawan,Palawan,Irawan,9.8064,118.669,190,5/16/2013,16,May,2013,David J. Lohman,David J. Lohman,X,,3,CCNY-BN-005,17-Dec-17
DL-13-F039,DL-13-F039,Adol,13,CCNY,,Papilionoidea,Nymphalidae,Limenitinae,Adoliadini,,Tanaecia,aruna,palawanica,Tanaecia aruna,abdomen,papered,female,Philippines,Palawan,Palawan,Irawan,9.8064,118.669,190,16-May-13,16,May,2013,David J. Lohman ,David J. Lohman,,,1,CCNY-BN-003,28-Feb-17
DL-13-F040,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Limenitidini,,Athyma,speciosa,speciosa,Athyma speciosa,abdomen,ethanol,,Philippines,Palawan,Palawan,Irawan,9.8064,118.669,190,5/16/2013,16,May,2013,David J. Lohman,David J. Lohman,,,1,CCNY-BN-004,15-Nov-17
DL-13-F055,,"Pier, Genu",450,CCNY,,Papilionoidea,Pieridae,Coliadinae,,,Catopsilia,pomona,pomona,Catopsilia pomona,abdomen,alcoholic,,Philippines,Palawan,Palawan,Irawan,9.77549,118.7329,10,16-May-13,16,May,2013,David J. Lohman,David J. Lohman,x,,2,CCNY-BN-002,2017
DL-13-F064,,Adol,13,CCNY,David J. Lohman,Papilionoidea,Nymphalidae,Limenitidinae,Neptini,,Neptis,sunica,,Neptis sunica,abdomen,alcoholic,,Philippines,Palawan,Palawan,Irawan,9.80641,118.66901,185,5/18/2013,18,May,2013,David J. Lohman,David J. Lohman,,,1,CCNY-BN-005,17-Dec-17
DL-13-F066,,Jami,13,CCNY,David J. Lohman,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Jamides,Jamides,elpis,pseudelpis,Jamides elpis,abdomen,alcoholic,,Philippines,Palawan,Palawan,Irawan,9.8064,118.669,185,5/18/2013,18,May,2013,David J. Lohman ,Yusuke Takanami,,,1,CCNY-BN-005,17-Dec-17
DL-13-F078,,Adol,13,CCNY,Djunijanti Peggie,,Nymphalidae,Limenitidinae,Neptini,,Lasippa,neriphus,sangira,Lasippa neriphus,abdomen,ethanol,,Indonesia,Sulawesi Utara,Sangir,,3.6051,125.5433,390,6/3/2013,3,June,2013,David J. Lohman,David J. Lohman,,,1,CCNY-BN-004,15-Nov-17
