Sample_ID,Voucher_ID ,Project_Code,Gene_Kit ,Voucher_Institution,Specimen_Provider ,Superfamily,Family,Subfamily,Tribe,Section,Genus,Species,Sub-Species,Valid_Name,Tissue_Type,Voucher_Type,Sex,Country,Province,Island,Locality,Latitude,Longitude,Elevation ,Collection_Date,Collection_Day,Collection_Month,Collection_Year,Collector,Specimen_Identified_by,Type_Species,Out_Group,Priority_level,Submission_Code,Submission_Date
1004PLACE0762,RV-06-A535,"Pier, Genu",450,MCZ,MCZ,Papilionoidea,Pieridae,Dismorphiinae,,,Enantia,melite,,Enantia melite,abdomen,alcoholic,,Venezuela,Aragua,,"El Portachuelo Pass, Rancho Grande, Henry Pittier Natural Park, Maraca","10°20'51.17""","-67°41'16.32""",1125.1,7/12/2006,12,July,2006,Roger Vila,Rod Eastwood,X,,2,CCNY-BN-005,17-Dec-17
1004PLACE0763,DJM-07-A123,Pier,13,MCZ,MCZ,Papilionoidea,Pieridae,Pierinae,Pierini,,Belenois,sudanensis,,Belenois sudanensis,abdomen,alcoholic,,Kenya,Western,,Kakamega Forest,,,,12/24/2007,24,December,2007,Dino J. Martins,Dino J. Martins,,,2,CCNY-BN-005,17-Dec-17
1004PLACE0764,DJM-07-A126,Pier,13,MCZ,MCZ,Papilionoidea,Pieridae,Pierinae,Leptosiaini,,Leptosia,hybrida,somereni,Leptosia hybrida,abdomen,alcoholic,,Kenya,Western,,Kakamega Forest,,,,12/24/2007,24,December,2007,Dino J. Martins,Dino J. Martins,,,2,CCNY-BN-005,17-Dec-17
1004PLACE0765,DJM-07-A127,Dana,13,MCZ,MCZ,Papilionoidea,Nymphalidae,Danainae,Danaini,,Tirumala,formosa,formosa,Tirumala formosa,abdomen,alcoholic,,Kenya,Western,,Kakamega Forest,,,,12/24/2007,24,December,2007,Dino J. Martins,Dino J. Martins,,,2,CCNY-BN-005,17-Dec-17
1004PLACE0766,DJM-07-A129,Dana,13,MCZ,MCZ,Papilionoidea,Nymphalidae,Danainae,Danaini,,Amauris,albimaculata,interposita,Amauris albimaculata,abdomen,alcoholic,,Kenya,Western,,Kakamega Forest,,,,12/24/2007,24,December,2007,Dino J. Martins,Dino J. Martins,,,2,CCNY-BN-005,17-Dec-17
1004PLACE0767,DJM-07-A198,Pier,13,MCZ,MCZ,Papilionoidea,Pieridae,Pierinae,Elodinini,,Colotis,chrysonome,,Colotis chrysonome,abdomen,alcoholic,,Kenya,Rift Valley,,"Olorgesailie, Rift Valley",,,,5/14/2008,14,May,2008,Dino J. Martins,Dino J. Martins,,,2,CCNY-BN-005,17-Dec-17
1004PLACE0768,DJM-07-A205,"Eure, Pier",13,MCZ,MCZ,Papilionoidea,Pieridae,Coliadinae,,,Eurema,senegalensis,,Eurema senegalensis,abdomen,alcoholic,,Kenya,Rift Valley,,"Tugen Hills, Rift Valley",,,,5/2/2008,2,May,2008,Dino J. Martins,Dino J. Martins,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0769,AJG-07-E201,Pier,13,MCZ,MCZ,Papilionoidea,Pieridae,Pierinae,Pierini,,Mylothris,similis,,Mylothris similis,abdomen,alcoholic,male,Zambia,North-Western,,Mosa Hill,,,,6/7/2007,7,June,2007,A. J. Gardiner,A. J. Gardiner,,,2,CCNY-BN-005,17-Dec-17
1004PLACE0770,AJG-07-N740,Pier,13,MCZ,MCZ,Papilionoidea,Pieridae,Pierinae,Pierini,,Mylothris,sagala,umtaliana,Mylothris sagala,abdomen,alcoholic,male,Zimbabwe,,,Bvumba,,,,9/30/2006,30,September,2006,A. J. Gardiner,A. J. Gardiner,,,2,CCNY-BN-005,17-Dec-17
1004PLACE0771,AJG-07-N772,Adol,13,MCZ,MCZ,Papilionoidea,Nymphalidae,Limenitidinae,Limenitidini,,Euphaedra,nigrobasalis,,Euphaedra nigrobasalis,abdomen,alcoholic,male,Zambia,,,,,,,5/12/2006,12,May,2006,A. J. Gardiner,A. J. Gardiner,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0772,AJG-07-N789,"Eure, Pier",13,MCZ,MCZ,Papilionoidea,Pieridae,Coliadinae,,,Eurema,mandarinula,,Eurema mandarinula,abdomen,alcoholic,male,Zambia,,,,,,,5/19/2006,19,May,2006,A. J. Gardiner,A. J. Gardiner,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0773,AJG-07-N810,Pier,13,MCZ,MCZ,Papilionoidea,Pieridae,Pierinae,Pierini,,Mylothris,yulei,,Mylothris yulei,abdomen,alcoholic,male,Mozambique,,,,,,,5/28/2006,28,May,2006,A. J. Gardiner,A. J. Gardiner,,,2,CCNY-BN-005,17-Dec-17
1004PLACE0774,DL-07-B301,Jami,13,MCZ,MCZ,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Jamides,Jamides,lugine,,Jamides lugine,abdomen,alcoholic,female,Malaysia,Sarawak,Borneo,"Lambir Hills National Park, Miri",,,,7/25/2007,25,July,2007,David Lohman & Naomi E. Pierce ,Yusuke Takanami,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0775,DL-07-B303,"Eure, Pier",13,MCZ,MCZ,Papilionoidea,Pieridae,Coliadinae,,,Eurema,nicevillei,,Eurema nicevillei,abdomen,alcoholic,,Malaysia,Sarawak,Borneo,"Lambir Hills National Park, Miri",,,,7/25/2007,25,July,2007,David Lohman & Naomi E. Pierce ,David J. Lohman ,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0776,DL-07-B330,Arho,13,MCZ,MCZ,Papilionoidea,Lycaenidae,Theclinae,Arhopalini,Arhopala,Arhopala,denta,,Arhopala denta,abdomen,alcoholic,,Malaysia,Sarawak,Borneo,"Old logging road, nr. Lambir Hills, Miri",,,,7/28/2007,28,July,2007,David Lohman & Naomi E. Pierce ,Rod Eastwood,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0777,RE-07-G098,Pier,13,MCZ,MCZ,Papilionoidea,Pieridae,Coliadinae,,,Colias,alfacariensis,,Colias alfacariensis,abdomen,alcoholic,,Italy,Basilicata,,Monte Sirino,"40°08'35""","15°52'09""",,7/12/2007,12,July,2007,Naomi E. Pierce & Rod Eastwood & Roger Vila & Vladimir Lukhtanov,Roger Vila & Vladimir Lukhtanov,,,2,CCNY-BN-005,17-Dec-17
1004PLACE0778,DL-09-X027,Jami,13,MCZ,MCZ,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Jamides,Jamides,cleodus,cleodus,Jamides cleodus,abdomen,alcoholic,,Philippines,CALABARZON,Luzon,"Philippines, Laguna, University of the Philippines-Los Baños & Mt. Makiling",14°10',121°14',,4/23/2009,23,April,2009,David J. Lohman ,Yusuke Takanami,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0779,DL-09-X148,Arho,13,MCZ,MCZ,Papilionoidea,Lycaenidae,Theclinae,Arhopalini,Arhopala,Arhopala,elopura,elopura,Arhopala elopura,abdomen,alcoholic,,Malaysia,Sarawak,Borneo,"Lambir Hills National Park, Miri",4°11.9',114°2.6',50,6/12/2009,12,June,2009,David J. Lohman ,David J. Lohman ,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0780,DJM-10-A251,Pier,13,MCZ,MCZ,Papilionoidea,Pieridae,Pierinae,Pierini,,Mylothris,schumanni,,Mylothris schumanni,abdomen,alcoholic,,Kenya,Western,,Kakamega-Lirhanda Hill Forest,,,,7/31/2010,31,July,2010,Dino J. Martins,Dino J. Martins,,,2,CCNY-BN-005,17-Dec-17
1004PLACE0782,DJM-10-A364,Pier,13,MCZ,MCZ,Papilionoidea,Pieridae,Pierinae,Pierini,,Appias,epaphia,,Appias epaphia,abdomen,alcoholic,,Kenya,Western,,Kakamega,,,,6/15/2010,15,June,2010,Dino J. Martins,Dino J. Martins,,,2,CCNY-BN-005,17-Dec-17
1004PLACE0783,DJM-10-A434,Pier,13,MCZ,MCZ,Papilionoidea,Pieridae,Pierinae,Pierini,,Dixeia,pigea,,Dixeia pigea,abdomen,alcoholic,,Kenya,Rift Valley,,Maasai Mara National Reserve,,,,4/14/2010,14,April,2010,Dino J. Martins,Dino J. Martins,,,2,CCNY-BN-005,17-Dec-17
1004PLACE0784,DJM-10-A435,Pier,13,MCZ,MCZ,Papilionoidea,Pieridae,Pierinae,Pierini,,Belenois,zochalia,,Belenois zochalia,abdomen,alcoholic,,Kenya,Rift Valley,,Maasai Mara National Reserve,,,,4/14/2010,14,April,2010,Dino J. Martins,Dino J. Martins,,,2,CCNY-BN-005,17-Dec-17
1004PLACE0785,DJM-10-A483,Pier,13,MCZ,MCZ,Papilionoidea,Pieridae,Pierinae,Pierini,,Dixeia,orbona,,Dixeia orbona,abdomen,alcoholic,,Kenya,Western,,Kakamega,,,,6/25/2009,25,June,2009,Dino J. Martins,Dino J. Martins,,,2,CCNY-BN-005,17-Dec-17
1004PLACE0786,JT-10-K001,Jami,13,MCZ,MCZ,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Jamides,Jamides ,coritus,pseudeuchylas,Jamides  coritus,abdomen,alcoholic,male,Papua New Guinea,Milne Bay Province,Nuakata,north coast,,,0-20,4/19/2010,19,April,2010,John Tennent,John Tennent,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0787,JT-10-K015,Jami,13,MCZ,MCZ,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Jamides,Jamides,soemias,soemias,Jamides soemias,abdomen,alcoholic,,Papua New Guinea,Milne Bay Province,Kiriwina Island,"Trobriand Islands, Losuia",,,0,5/26/2010,26,May,2010,John Tennent,John Tennent,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0788,JT-10-K016,Jami,13,MCZ,MCZ,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Jamides,Jamides,amarauge,,Jamides amarauge,abdomen,alcoholic,,Papua New Guinea,Milne Bay Province,Kiriwina Island,"Trobriand Islands, Losuia",,,0,5/26/2010,26,May,2010,John Tennent,John Tennent,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0789,JT-10-K017,Jami,13,MCZ,MCZ,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Jamides,Jamides,sp_n,,Jamides sp_n,abdomen,alcoholic,male,Papua New Guinea,Milne Bay Province,Kiriwina Island,"Trobriand Islands, Losuia",,,0,5/26/2010,26,May,2010,John Tennent,John Tennent,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0790,MJ-10-W110,Arho,13,MCZ,MCZ,Papilionoidea,Lycaenidae,Theclinae,Arhopalini,Arhopala,Arhopala,micale,micale,Arhopala micale,abdomen,alcoholic,male,Papua New Guinea,Western Province,New Guinea,Weam,,,,10/11/2010,11,October,2010,M. Janda,Rod Eastwood,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0791,RE-10-K030,Arho,13,MCZ,MCZ,Papilionoidea,Lycaenidae,Theclinae,Arhopalini,Arhopala,Arhopala,normani,,Arhopala normani,abdomen,alcoholic,male,Malaysia,Sabah,Borneo,Maliau Basin National Park Headquarters,,,,6/29/2010,29,June,2010,Rod Eastwood,Rod Eastwood,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0792,RE-10-K035,Arho,13,MCZ,MCZ,Papilionoidea,Lycaenidae,Theclinae,Arhopalini,Arhopala,Arhopala,alica,,Arhopala alica,abdomen,alcoholic,male,Malaysia,Sabah,Borneo,Maliau Basin National Park Headquarters,,,,7/1/2010,1,July,2010,Rod Eastwood,Rod Eastwood,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0793,RE-10-K038,Arho,13,MCZ,MCZ,Papilionoidea,Lycaenidae,Theclinae,Arhopalini,Arhopala,Arhopala,evansi,,Arhopala evansi,abdomen,alcoholic,male,Malaysia,Sabah,Borneo,Maliau Basin National Park Headquarters,,,,7/2/2010,2,July,2010,Rod Eastwood,Rod Eastwood,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0794,ME-11-B129,"Eure, Pier",13,MCZ,MCZ,Papilionoidea,Pieridae,Coliadinae,,,Eurema,hapale,,Eurema hapale,abdomen,alcoholic,,Zambia,Lusaka,,"Eastern Lusaka, Trottover farm",-15°26'52.4'',28°23'48.0'',1274,11/20/2011,20,November,2011,Marianne Espeland & Roger Vila & S. Fisher,Marianne Espeland & Roger Vila & S. Fisher,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0799,ME-12-C927,Pier,13,MCZ,MCZ,Papilionoidea,Pieridae,Pierinae,Pierini,,Mylothris,jacksoni,,Mylothris jacksoni,abdomen,alcoholic,,Kenya,Rift Valley,,"Cherangani hills, Kapsiliot Hill W of Chebiemit",00.85523°,35.47171°,2598,12/30/2012,30,December,2012,Marianne Espeland,Marianne Espeland,,,2,CCNY-BN-005,17-Dec-17
1004PLACE0804,ME-12-D043,"Eure, Pier",13,MCZ,MCZ,Papilionoidea,Pieridae,Coliadinae,,,Eurema,desjardinsii,,Eurema desjardinsii,abdomen,alcoholic,,Kenya,Western,,"Kakamega Forest, large clearing",00.24583°,34.89107°,1597,12/8/2012,8,December,2012,Marianne Espeland,Marianne Espeland,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0806,GA-93-Z029,Pier,13,MCZ,MCZ,Papilionoidea,Pieridae,Pierinae,Pierini,,Belenois,grandidieri,,Belenois grandidieri,abdomen,alcoholic,,Madagascar,Toliara,,Kirindy Forest,"-20°4'28.5""","44°40'34""",100,12/2/1993,2,December,1993,Gary Alpert & M. Kelly,Michael F. Braby,,,2,CCNY-BN-005,17-Dec-17
1004PLACE0807,KD-93-C061,Jami,13,MCZ,MCZ,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Jamides,Jamides,phaseli,,Jamides phaseli,abdomen,alcoholic,female,Australia,Queensland,,Mirriam Vale,,,,5/6/1993,6,May,1993,Kelvyn L. Dunn,Kelvyn L. Dunn,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0808,MWT-93-C034,Arho,13,MCZ,MCZ,Papilionoidea,Lycaenidae,Theclinae,Arhopalini,Arhopala,Arhopala,amphimuta,amphimuta,Arhopala amphimuta,abdomen,alcoholic,,Malaysia,Kuala Lumpur,,Forest Research Institute of Malaysia,,,,7/15/1993,15,July,1993,Man Wah Tan & Naomi E. Pierce,Man Wah Tan & H. J. M.,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0809,MWT-93-C071,Arho,13,MCZ,MCZ,Papilionoidea,Lycaenidae,Theclinae,Arhopalini,Arhopala,Arhopala,opalina,azata,Arhopala opalina,abdomen,alcoholic,,Malaysia,Pahang,,Genting Tea Estate,,,,7/16/1993,16,July,1993,Man Wah Tan & Naomi E. Pierce,Man Wah Tan & H. J. M.,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0810,MWT-93-D017,Arho,13,MCZ,MCZ,Papilionoidea,Lycaenidae,Theclinae,Arhopalini,Arhopala,Arhopala,achelous,achelous,Arhopala achelous,abdomen,alcoholic,,Malaysia,Sabah,Borneo,Kokol,,,,7/21/1993,21,July,1993,Man Wah Tan & Naomi E. Pierce,Man Wah Tan & H. J. M.,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0811,MWT-93-E017,Jami,13,MCZ,MCZ,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Jamides,Jamides,virgulatus,virgulatus,Jamides virgulatus,abdomen,alcoholic,female,Malaysia,Sabah,Borneo,Poring Hot Spring,,,,7/24/1993,24,July,1993,Man Wah Tan & Naomi E. Pierce,,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0812,MWT-93-E050,Arho,13,MCZ,MCZ,Papilionoidea,Lycaenidae,Theclinae,Arhopalini,Arhopala,Arhopala,hellada,ozana,Arhopala hellada,abdomen,alcoholic,male,Malaysia,Sarawak,Borneo,Mt. Serapi,,,,7/27/1993,27,July,1993,Man Wah Tan & Naomi E. Pierce,Man Wah Tan & H. J. M.,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0813,MWT-93-E068,Arho,13,MCZ,MCZ,Papilionoidea,Lycaenidae,Theclinae,Arhopalini,Arhopala,Arhopala,agrata,brookei,Arhopala agrata,abdomen,alcoholic,,Malaysia,Sarawak,Borneo,Mt. Serapi,,,,7/27/1993,27,July,1993,Man Wah Tan & Naomi E. Pierce,Man Wah Tan & H. J. M.,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0814,NP-95-Y054,Jami,13,MCZ,MCZ,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Jamides,Jamides,zebra,zebra,Jamides zebra,abdomen,alcoholic,female,Malaysia,Sarawak,Borneo,Matang,,,,9/8/1995,8,September,1995,Naomi E. Pierce & Andrew J. Berry & Man Wah Tan,Yusuke Takanami,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0815,NP-95-Y246,Arho,13,MCZ,MCZ,Papilionoidea,Lycaenidae,Theclinae,Arhopalini,Arhopala,Arhopala,moolaiana,yajuna,Arhopala moolaiana,abdomen,alcoholic,,Malaysia,Pahang,,Fraser’s Hill,,,,9/6/1995,6,September,1995,Naomi E. Pierce & Andrew J. Berry & Man Wah Tan,Man Wah Tan,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0816,NP-95-Y261,Arho,13,MCZ,MCZ,Papilionoidea,Lycaenidae,Theclinae,Arhopalini,Arhopala,Arhopala,ace,ace,Arhopala ace,abdomen,alcoholic,,Malaysia,Pahang,,Awana,,,,9/8/1995,8,September,1995,Naomi E. Pierce & Andrew J. Berry & Man Wah Tan,Man Wah Tan,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0817,NP-95-Y266,Jami,13,MCZ,MCZ,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Jamides,Jamides,parasaturata,paramalaccanus,Jamides parasaturata,abdomen,alcoholic,male,Malaysia,Pahang,,Awana,,,,9/8/1995,8,September,1995,Naomi E. Pierce & Andrew J. Berry & Man Wah Tan,Yusuke Takanami,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0818,NP-95-Y277,Jami,13,MCZ,MCZ,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Jamides,Jamides,cunilda,nisanca,Jamides cunilda,abdomen,alcoholic,male,Malaysia,Perak,,Tapah,,,,8/29/1995,29,August,1995,Naomi E. Pierce & Andrew J. Berry & Man Wah Tan,Yusuke Takanami,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0819,NP-95-Y300,Jami,13,MCZ,MCZ,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Jamides,Jamides,malaccanus,malaccanus,Jamides malaccanus,abdomen,alcoholic,female,Malaysia,Pahang,,Awana,,,,9/8/1995,8,September,1995,Naomi E. Pierce & Andrew J. Berry & Man Wah Tan,Yusuke Takanami,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0820,NP-95-Y310,Arho,13,MCZ,MCZ,Papilionoidea,Lycaenidae,Theclinae,Arhopalini,Arhopala,Flos,fulgida,singhapura,Flos fulgida,abdomen,alcoholic,female,Malaysia,Pahang,,Awana,,,,9/8/1995,8,September,1995,Naomi E. Pierce & Andrew J. Berry & Man Wah Tan,Man Wah Tan,,X,1,CCNY-BN-005,17-Dec-17
1004PLACE0821,NP-95-Y312,Arho,13,MCZ,MCZ,Papilionoidea,Lycaenidae,Theclinae,Arhopalini,Arhopala,Arhopala,antimuta,antimuta,Arhopala antimuta,abdomen,alcoholic,,Malaysia,Pahang,,Awana,,,,9/8/1995,8,September,1995,Naomi E. Pierce & Andrew J. Berry & Man Wah Tan,Man Wah Tan,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0822,NP-95-Z298,Arho,13,MCZ,MCZ,Papilionoidea,Lycaenidae,Theclinae,Arhopalini,Arhopala,Arhopala,labuana,,Arhopala labuana,abdomen,alcoholic,,Malaysia,Sarawak,Borneo,Santubong,,,,9/7/1995,7,September,1995,Naomi E. Pierce & Andrew J. Berry & Man Wah Tan,Man Wah Tan,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0823,NP-95-Z318,Arho,13,MCZ,MCZ,Papilionoidea,Lycaenidae,Theclinae,Arhopalini,Arhopala,Arhopala,barami,barami,Arhopala barami,abdomen,alcoholic,,Malaysia,Sarawak,Borneo,Matang,,,,9/8/1995,8,September,1995,Naomi E. Pierce & Andrew J. Berry & Man Wah Tan,Man Wah Tan,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0826,MFB-97-U350,"Deli, Pier",13,MCZ,MCZ,Papilionoidea,Pieridae,Pierinae,Pierini,,Delias,lewini,harpalyce,Delias lewini,abdomen,alcoholic,female,Australia,Australian Capital Territory,,Mugga Lane,,,,10/21/1997,21,October,1997,Michael F. Braby,Michael F. Braby,,,2,CCNY-BN-005,17-Dec-17
1004PLACE0829,MFB-98-U359,"Deli, Pier",13,MCZ,MCZ,Papilionoidea,Pieridae,Pierinae,Pierini,,Delias,argenthona,,Delias argenthona,abdomen,alcoholic,female,Australia,Queensland,,Maryborough,,,,10/1/1997,1,October,1997,Ray Manskie,Michael F. Braby,,,2,CCNY-BN-005,17-Dec-17
1004PLACE0830,DL-00-Q239,Arho,13,MCZ,MCZ,Papilionoidea,Lycaenidae,Theclinae,Arhopalini,Arhopala,Arhopala,madytus,,Arhopala madytus,abdomen,alcoholic,,Australia,Queensland,,hilltopping near Palmer Road House,-16°5.714',144°47.155',,1/21/2000,21,January,2000,David J. Lohman ,David J. Lohman ,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0831,MFB-00-P023,"Eure, Pier",13,MCZ,MCZ,Papilionoidea,Pieridae,Coliadinae,,,Eurema,smilax,,Eurema smilax,abdomen,alcoholic,,Australia,New South Wales,,Burrewarra Point,,,,10/4/1998,4,October,1998,Michael F. Braby,Michael F. Braby,,,1,CCNY-BN-005,17-Dec-17
1004PLACE0832,MFB-00-P043,"Deli, Pier",13,MCZ,MCZ,Papilionoidea,Pieridae,Pierinae,Pierini,,Delias,clathrata,,Delias clathrata,abdomen,alcoholic,male,Papua New Guinea,Morobe,New Guinea,Mt. Kaindi,,,2360,5/17/1999,17,May,1999,Michael F. Braby & D. R. Britton,Michael F. Braby,,,2,CCNY-BN-005,17-Dec-17
1004PLACE0833,MFB-00-P046,"Deli, Pier",13,MCZ,MCZ,Papilionoidea,Pieridae,Pierinae,Pierini,,Delias,sagessa,,Delias sagessa,abdomen,alcoholic,male,Papua New Guinea,Morobe,New Guinea,Mt. Kaindi,,,1700,5/18/1999,18,May,1999,Michael F. Braby & D. R. Britton,Michael F. Braby,,,2,CCNY-BN-005,17-Dec-17
1004PLACE0834,MFB-00-P065,"Deli, Pier",13,MCZ,MCZ,Papilionoidea,Pieridae,Pierinae,Pierini,,Delias,doylei,,Delias doylei,abdomen,alcoholic,male,Papua New Guinea,Simbu,New Guinea,Gogme,,,,6/1/1999,1,June,1999,Michael F. Braby & J. Armstrong,Michael F. Braby,,,2,CCNY-BN-005,17-Dec-17
1004PLACE0835,MFB-00-P069,"Deli, Pier",13,MCZ,MCZ,Papilionoidea,Pieridae,Pierinae,Pierini,,Delias,niepelti,,Delias niepelti,abdomen,alcoholic,male,Papua New Guinea,Simbu,New Guinea,Keglsugl,,,2700,6/2/1999,2,June,1999,Michael F. Braby & J. Armstrong,Michael F. Braby,,,2,CCNY-BN-005,17-Dec-17
1004PLACE0836,MFB-00-P072,"Deli, Pier",13,MCZ,MCZ,Papilionoidea,Pieridae,Pierinae,Pierini,,Delias,luctuosa,,Delias luctuosa,abdomen,alcoholic,male,Papua New Guinea,Simbu,New Guinea,Keglsugl,,,2700,6/2/1999,2,June,1999,Michael F. Braby & J. Armstrong,Michael F. Braby,,,2,CCNY-BN-005,17-Dec-17
1004PLACE0837,MFB-00-P074,"Deli, Pier",13,MCZ,MCZ,Papilionoidea,Pieridae,Pierinae,Pierini,,Delias,eichhorni,,Delias eichhorni,abdomen,alcoholic,male,Papua New Guinea,Simbu,New Guinea,Keglsugl,,,2700,6/2/1999,2,June,1999,Michael F. Braby & J. Armstrong,Michael F. Braby,,,2,CCNY-BN-005,17-Dec-17
1004PLACE0838,MFB-00-P080,"Deli, Pier",13,MCZ,MCZ,Papilionoidea,Pieridae,Pierinae,Pierini,,Delias,hallstromi,,Delias hallstromi,abdomen,alcoholic,male,Papua New Guinea,Simbu,New Guinea,Keglsugl,,,2700,6/2/1999,2,June,1999,Michael F. Braby & J. Armstrong,Michael F. Braby,,,2,CCNY-BN-005,17-Dec-17
1004PLACE0839,MFB-00-P086,"Deli, Pier",13,MCZ,MCZ,Papilionoidea,Pieridae,Pierinae,Pierini,,Delias,cuningputi,,Delias cuningputi,abdomen,alcoholic,male,Papua New Guinea,Simbu,New Guinea,Keglsugl,,,2700,6/4/1999,4,June,1999,Michael F. Braby & J. Armstrong,Michael F. Braby,,,2,CCNY-BN-005,17-Dec-17
1004PLACE0840,MFB-00-P089,"Deli, Pier",13,MCZ,MCZ,Papilionoidea,Pieridae,Pierinae,Pierini,,Delias,konokono,,Delias konokono,abdomen,alcoholic,female,Papua New Guinea,Simbu,New Guinea,Keglsugl,,,2700,6/4/1999,4,June,1999,Michael F. Braby & J. Armstrong,Michael F. Braby,,,2,CCNY-BN-005,17-Dec-17
1004PLACE0841,MFB-00-P109,"Deli, Pier",13,MCZ,MCZ,Papilionoidea,Pieridae,Pierinae,Pierini,,Delias,mira,roepkei,Delias mira,abdomen,alcoholic,male,Papua New Guinea,Simbu,New Guinea,Keglsugl,,,2700,6/6/1999,6,June,1999,Michael F. Braby & J. Armstrong,Michael F. Braby,,,2,CCNY-BN-005,17-Dec-17
1004PLACE0842,MFB-00-P116,"Deli, Pier",13,MCZ,MCZ,Papilionoidea,Pieridae,Pierinae,Pierini,,Delias,subapicalis,,Delias subapicalis,abdomen,alcoholic,male,Papua New Guinea,Simbu,New Guinea,Keglsugl,,,2700,6/7/1999,7,June,1999,Michael F. Braby & J. Armstrong,Michael F. Braby,,,2,CCNY-BN-005,17-Dec-17
1004PLACE0843,MFB-00-P121,"Deli, Pier",13,MCZ,MCZ,Papilionoidea,Pieridae,Pierinae,Pierini,,Delias,campbelli,,Delias campbelli,abdomen,alcoholic,male,Papua New Guinea,Madang,New Guinea,Kegsugl-Bundi Road,,,,6/11/1999,11,June,1999,J. Armstrong,Michael F. Braby,,,2,CCNY-BN-005,17-Dec-17
1004PLACE0844,MFB-00-P151,Pier,13,MCZ,MCZ,Papilionoidea,Pieridae,Pierinae,Pierini,,Elodina,parthia,,Elodina parthia,abdomen,alcoholic,male,Australia,Queensland,,Mt. Beerburrum,-26°57',152°57',,10/24/1999,24,October,1999,Michael F. Braby,Michael F. Braby,,,2,CCNY-BN-005,17-Dec-17
1004PLACE0845,MFB-00-P164,"Deli, Pier",13,MCZ,MCZ,Papilionoidea,Pieridae,Pierinae,Pierini,,Delias,mysis,aestiva,Delias mysis,abdomen,alcoholic,male,Australia,Northern Territory,,"Buffalo Creek Jungle, via Leanyer, Darwin",,,,3/18/2000,18,March,2000,Cliff E. Meyer,Cliff E. Meyer,,,2,CCNY-BN-005,17-Dec-17
1004PLACE0846,MFB-00-P225,Pier,13,MCZ,MCZ,Papilionoidea,Pieridae,Pierinae,Pierini,,Catasticta,prioneris,,Catasticta prioneris,abdomen,alcoholic,male,Costa Rica,Puntarenas,,"Hidden Valley Nature Trail, Monteverde",10°18',-84°49',1400,1/29/2000,29,January,2000,Michael F. Braby & L. J. Aitchison,Michael F. Braby,,,2,CCNY-BN-005,17-Dec-17
1004PLACE0847,MFB-00-P244,"Pier, Genu",450,MCZ,MCZ,Papilionoidea,Pieridae,Pierinae,Pierini,,Catasticta,nimbice,,Catasticta nimbice,abdomen,alcoholic,male,Costa Rica,San Jose,,Copey,9°38',-83°56',1850,2/6/2000,6,February,2000,Michael F. Braby & L. J. Aitchison,Michael F. Braby,X,,2,CCNY-BN-005,17-Dec-17
