SampleID,VoucherID,ProjectCode,GeneKit,VoucherInstitution,SpecimenProvider,Superfamily,Family,Subfamily,Tribe,Section,Genus,Species,SubSpecies,UsrValidName,TissueType,VoucherType,Sex,Country,Province,Island(ifapplicable),Locality,Latitude,Longitude,Elevation,CollectionDate,CollectionDay,CollectionMonth,CollectionYear,Collector,SpecimenIdentifiedby,TypeSpecies,OutGroup,Prioritylevel,SubmissionCode,SubmissionDate,SheetName,Notes
05-srnp-04269,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Hesperiinae,Moncini,,Vertica,verticalis,,Vertica verticalis,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-04278,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Pyrginae,Carcharodini,,Nisoniades,godma,,Nisoniades godma,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-04632,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Eudaminae,,,Urbanus,pronta,,Urbanus pronta,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-04652,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Hesperiinae,Moncini,,Rhinthon,cubana,,Rhinthon cubana,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-04676,,,,UMD,Charles Mitter,Papilionoidea,Nymphalidae,Cyrestinae,,,Marpesia ,berania,,Marpesia  berania,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-04863,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Pyrginae,Achylodini,,Pythonides,amaryllis,,Pythonides amaryllis,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-04889,,,,UMD,Charles Mitter,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,,Megeuptychia ,antonoe,,Megeuptychia  antonoe,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-04914,,,,UMD,Charles Mitter,Papilionoidea,Nymphalidae,Satyrinae,Brassolini,,Opsiphanes ,quiteria,,Opsiphanes  quiteria,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-05042,,,,UMD,Charles Mitter,Papilionoidea,Riodinidae,,,,Euselasia ,amphidecta,,Euselasia  amphidecta,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,unclear if aquired from UMD
05-srnp-06577,,,,UMD,Charles Mitter,Papilionoidea,Nymphalidae,Biblidinae,Epiphilini,,Nica ,flavilla,,Nica  flavilla,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-06696,,,,UMD,Charles Mitter,Papilionoidea,Riodinidae,,,,Anteros ,formosus,,Anteros  formosus,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,unclear if aquired from UMD
05-srnp-06793,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Eudaminae,,,Polythrix ,kanshul,,Polythrix  kanshul,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-07274,,,,UMD,Charles Mitter,Papilionoidea,Nymphalidae,Charaxinae,,,Memphis ,artacaena,,Memphis  artacaena,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-07280,,,,UMD,Charles Mitter,Papilionoidea,Nymphalidae,Nymphalinae,Nymphalini,,Tigridia ,acesta,,Tigridia  acesta,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-07545,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Hesperiinae,Moncini,,Justinia,norda,,Justinia norda,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-19327,,,,UMD,Charles Mitter,Papilionoidea,Nymphalidae,Satyrinae,Melanitini,,Manataria ,hercyna,,Manataria  hercyna,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-19329,,,,UMD,Charles Mitter,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,,Taygetis ,kerea,,Taygetis  kerea,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-22958,,,,UMD,Charles Mitter,Papilionoidea,Nymphalidae,Satyrinae,Brassolini,,Opsiphanes,cassina,,Opsiphanes cassina,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-23567,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Hesperiinae,,,Turesis ,theste,,Turesis  theste,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-24182,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Hesperiinae,,,Vettius,pica,,Vettius pica,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-24415,,,,UMD,Charles Mitter,Papilionoidea,Nymphalidae,Heliconiinae,,,Eueides ,procula,,Eueides  procula,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-24542,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Eudaminae,,,Dyscophellus,ramon,,Dyscophellus ramon,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-24587,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Pyrginae,Carcharodini,,Pachyneuria ,licisca,,Pachyneuria  licisca,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-24711,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Pyrginae,,,Udranomia,orcinus,,Udranomia orcinus,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-24778,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Hesperiinae,Moncini,,Methionopsis,ina,,Methionopsis ina,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-25252,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Pyrginae,Pyrgini,,Carrhenes,calidius,,Carrhenes calidius,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-31543,,,,UMD,Charles Mitter,Papilionoidea,Riodinidae,,,,Emesis,lucinda,,Emesis lucinda,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,unclear if aquired from UMD
05-srnp-32067,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Pyrrhopyginae,,,Pyrrhopyge ,crida,,Pyrrhopyge  crida,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-32674,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Pyrginae,Erynnini,,Helias,cama,,Helias cama,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-32769,,,,UMD,Charles Mitter,Papilionoidea,Riodinidae,,,,Ancycluris ,inca,,Ancycluris  inca,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,unclear if aquired from UMD
05-srnp-33312,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Hesperiinae,Hesperiini,,Cynea,anthracinus,,Cynea anthracinus,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-33683,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Pyrginae,,,Nascus,broteas,,Nascus broteas,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-35144,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Eudaminae,,,Ridens ,panche,,Ridens  panche,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-35622,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Eudaminae,,,Venada,nevada,,Venada nevada,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-35753,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Hesperiinae,Calpodini,,Neoxeniades ,molion,,Neoxeniades  molion,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-35781,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Hesperiinae,Hesperiini,,Quasimellana ,antipazina,,Quasimellana  antipazina,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-35787,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Hesperiinae,,,Vettius,conka,,Vettius conka,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-35821,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Eudaminae,,,Urbanus,viterboana,,Urbanus viterboana,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-36024,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Pyrginae,Erynnini,,Potamanaxas ,unifasciata,,Potamanaxas  unifasciata,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-36095,,,,UMD,Charles Mitter,Papilionoidea,Nymphalidae,Limenitidinae,,,Adelpha ,tracta,,Adelpha  tracta,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-3759,,,,UMD,Charles Mitter,Papilionoidea,Nymphalidae,Biblidinae,Catagrammini,,Callicore,pacifica,,Callicore pacifica,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-42785,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Hesperiinae,Calpodini,,Aroma ,aroma,,Aroma  aroma,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-43901,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Hesperiinae,Calpodini,,Aroma,henricus,,Aroma henricus,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-SRNP-45927,,,,UMD,Charles Mitter,Papilionoidea,Papilionidae,Papilioninae,Papilionini,,Heraclides ,pallas,,Heraclides  pallas,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-46284,,,,UMD,Charles Mitter,Papilionoidea,Nymphalidae,Satyrinae,Brassolini,,Caligo ,eurilochus,,Caligo  eurilochus,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-46463,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Eudaminae,,,Urbanus ,doryssus,,Urbanus  doryssus,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-46657,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Hesperiinae,Calpodini,,Saliana ,triangularis,,Saliana  triangularis,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-46671,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Hesperiinae,Calpodini,,Saliana,fusta,,Saliana fusta,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-46671,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Hesperiinae,Calpodini,,Saliana ,fusta,,Saliana  fusta,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-46700,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Pyrginae,,,Nascus ,solon,,Nascus  solon,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-46815,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Pyrginae,,,Nascus,paulliniae,,Nascus paulliniae,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-47282,,,,UMD,Charles Mitter,Papilionoidea,Papilionidae,Papilioninae,Troidini,,Parides ,lycimenes,,Parides  lycimenes,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-47419,,,,UMD,Charles Mitter,Papilionoidea,Nymphalidae,Nymphalinae,Melitaeini,,Chlosyne ,hippodrome,,Chlosyne  hippodrome,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-47607,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Pyrginae,Celaenorrhinini,,Celaenorrhinus,fritzgaertneri,,Celaenorrhinus fritzgaertneri,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-47665,,,,UMD,Charles Mitter,Papilionoidea,Nymphalidae,Biblidinae,Epiphilini,,Temenis ,laothoe,,Temenis  laothoe,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-47668,,,,UMD,Charles Mitter,Papilionoidea,Nymphalidae,Apaturinae,,,Doxocopa ,pavon,,Doxocopa  pavon,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-48430,,,,UMD,Charles Mitter,Papilionoidea,Nymphalidae,Limenitidinae,,,Adelpha ,melanthe,,Adelpha  melanthe,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-56966,,,,UMD,Charles Mitter,Papilionoidea,Nymphalidae,Satyrinae,Brassolini,,Caligo,telamonius,,Caligo telamonius,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-SRNP-57230,,,,UMD,Charles Mitter,Papilionoidea,Papilionidae,Papilioninae,Papilionini,,Heraclides ,pallas,,Heraclides  pallas,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-58874,,,,UMD,Charles Mitter,Papilionoidea,Riodinidae,,,,Calydna,sturnula,,Calydna sturnula,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,unclear if aquired from UMD
05-srnp-58924,,,,UMD,Charles Mitter,Papilionoidea,Nymphalidae,Charaxinae,Anaeini,,Zaretis ,ellops,,Zaretis  ellops,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-59399,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Hesperiinae,Calpodini,,Talides,sergestus,,Talides sergestus,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-59405,,,,UMD,Charles Mitter,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,,Taygetis ,andromeda,,Taygetis  andromeda,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-59531,,,,UMD,Charles Mitter,Papilionoidea,Nymphalidae,Limenitidinae,,,Adelpha ,iphicleola,,Adelpha  iphicleola,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-59843,,,,UMD,Charles Mitter,Papilionoidea,Nymphalidae,Charaxinae,Anaeini,,Siderone ,marthesia,,Siderone  marthesia,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-59868,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Eudaminae,,,Cephise,nuspesez,,Cephise nuspesez,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-60681,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Hesperiinae,Moncini,,Enosis,angularis,,Enosis angularis,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-61214,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Pyrginae,Pyrgini,,Carrhenes,canescens,,Carrhenes canescens,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-63330,,Pier,,UMD,Charles Mitter,Papilionoidea,Pieridae,Coliadinae,,,Pyrisitia ,dina,,Pyrisitia  dina,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-63886,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Hesperiinae,Moncini,,Joanna ,joanna,,Joanna  joanna,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-64066,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Eudaminae,,,Phocides,lilea,,Phocides lilea,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-65198,,,,UMD,Charles Mitter,Papilionoidea,Nymphalidae,Satyrinae,Brassolini,,Dynastor ,darius,,Dynastor  darius,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-65499,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Pyrginae,Achylodini,,Gindanes ,brontinus,,Gindanes  brontinus,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-66203,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Pyrginae,Celaenorrhinini,,Celaenorrhinus,eligius,,Celaenorrhinus eligius,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-66310,,,,UMD,Charles Mitter,Papilionoidea,Nymphalidae,Limenitidinae,,,Adelpha ,basiloides,,Adelpha  basiloides,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-70016,,,,UMD,Charles Mitter,Papilionoidea,Nymphalidae,Danainae,Ithomiini,,Hypoleria,lavinia,,Hypoleria lavinia,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-srnp-70154,,,,UMD,Charles Mitter,Papilionoidea,Nymphalidae,Limenitidinae,,,Adelpha ,cytherea,,Adelpha  cytherea,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
05-SRNP-7732,,,,UMD,Charles Mitter,Papilionoidea,Nymphalidae,Charaxinae,Anaeini,,Memphis ,aulica,,Memphis  aulica,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
06-SRNP-12094,,,,UMD,Charles Mitter,Papilionoidea,Riodinidae,,,,Napaea,umbra,,Napaea umbra,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,unclear if aquired from UMD
06-SRNP-12181,,,,UMD,Charles Mitter,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,,Strymon,megarus,,Strymon megarus,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
06-srnp-12191,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Pyrginae,,,Ocyba,calathana,,Ocyba calathana,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
06-srnp-12579,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Pyrginae,,,Chiomara,georgina,,Chiomara georgina,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
06-SRNP-12644,,,,UMD,Charles Mitter,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,,Panthiades,bitias,,Panthiades bitias,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
06-srnp-12646,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Pyrginae,Pyrgini,,Clito,aberrans,,Clito aberrans,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
06-SRNP-16135,,,,UMD,Charles Mitter,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,,Panthiades,bitias,,Panthiades bitias,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
06-srnp-1805,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Hesperiinae,Calpodini,,Carystoides,escalantei,,Carystoides escalantei,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
06-srnp-18681,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Pyrginae,Achylodini,,Quadrus,lugubris,,Quadrus lugubris,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
06-srnp-18692,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Pyrginae,,,Arteurotia,tractipennis,,Arteurotia tractipennis,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
06-srnp-18955,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Hesperiinae,,,Argon,lota,,Argon lota,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
06-srnp-1928,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Pyrginae,,,Phanus,obscurior,,Phanus obscurior,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
06-srnp-19587,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Pyrginae,Erynnini,,Mylon,pelopidas,,Mylon pelopidas,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
06-SRNP-19674,,,,UMD,Charles Mitter,Papilionoidea,Nymphalidae,Charaxinae,Anaeini,,Zaretis,ellops,,Zaretis ellops,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
06-SRNP-19720,,,,UMD,Charles Mitter,Papilionoidea,Nymphalidae,Limenitidinae,Limenitidini,,Adelpha,iphicleola,,Adelpha iphicleola,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
06-srnp-2006,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Hesperiinae,Hesperiini,,Cynea,cynea,,Cynea cynea,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
06-srnp-20337,,Hesp,,UMD,Charles Mitter,Papilionoidea,Hesperiidae,Pyrrhopyginae,,,Myscelus,amystis,,Myscelus amystis,,alcoholic,,,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
06-SRNP-20428,,,,UMD,Charles Mitter,Papilionoidea,Nymphalidae,Heliconiinae,Heliconiini,,Heliconius,leuce,,Heliconius leuce,,alcoholic,,Costa Rica,,,,,,,,,,,,,,,,,Fall 2017,UMD_BNetSamplesNeeded_1-6-18_KMDedit.xls,
